SEA,COLLECTION_ID,ARTIST_ID,ACNO,WORK_TYPE,SOURCE,TITLE,SEARCH_NAME,FOREIGN_TITLE,FOREIGN_SEARCH_NAME,TITLE_PRE1997,LIST_TITLE,DATE_RANGE_TEXT,CREATE_YEAR_EARLY,CREATE_YEAR_SEQ,CREATE_YEAR_LATE,INSCRIPTION,OBJECT_TYPE,PARTS_COUNT,MEDIUM_LONG,SIGNED,ACQ_TEXT,ACQ_METHOD,ACQ_YEAR,BOARD_MONTH_YEAR,TG_STATUS,USUAL_LOC,FINBERG_NUMBER,FINBERG_ORDER,BOX_NUMBER,BOOK_NUMBER,PAGE_NUMBER,MOUNT,BLANK,ACQ_DATE,DIMENSIONS,DATE_CREATED,CREATED_BY,DISPLAY_STATUS,RAWLINSON_NUMBER,BY_APPOINTMENT,WILTON_NUMBER,BUTLINJOLL_NUMBER,COLLABORATION_COUNT,RELATED_COUNT,LOCATION_HISTORY,DISPLAY_ORDER,EDITION,ACCESSION_ISO_DATE,EXTENDED_MEDIUM,EXTENDED_CREDIT_LINE,DESCRIPTION,GROUP_TITLE,ARTIST_ID_1,ARTIST_MDA,ARTIST_FC,TITLE_1,FIRSTNAME,SURNAME,POST_SURNAME,SEARCH_NAME_1,START_LETTER,DATE_TEXT,YEAR_BIRTH_EARLY,YEAR_BIRTH_SEQ,YEAR_BIRTH_LATE,YEAR_DEATH_EARLY,YEAR_DEATH_SEQ,YEAR_DEATH_LATE,BRIT_FOR,CHAPTER,TG,ARCHIVE_AMOUNT,DATE_CREATED_1,CREATED_BY_1,ALPHASORT,GENDER,BIRTH_PLACE_ID,DEATH_PLACE_ID,SUBJECT_ID,DATA_RESOURCE_ID,INFO_TYPE_ID,INFO_TYPE,STATUS,DATE_CREATED_2,PUBLICATION_DATE,TEXT_DATA,DATA_TYPE_ID,REF_TABLE_ID,ACTIVEPLACE,BIRTH_COUNTRY,BIRTHPLACE,SUBJECT_INDEX_TERM,COUNTRY_QUERY
True,8813,1512,P07176,Main Collection,TMS,Shogun,SHOGUN,,,,Shogun,1960,1960.0,1960.0,1960.0,date inscribed,"on paper, print",,Lithograph on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 170,,,,,,,,,image: 454 x 356 mm,2001-02-08 13:25:31,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55726,Number 1 in an edition of 2,1976      ,Lithograph on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8814,1512,P07177,Main Collection,TMS,Screenprint - Blue on Blue,SCREENPRINT-BLUEONBLUE,,,,Screenprint - Blue on Blue,1968,1968.0,1968.0,1968.0,date inscribed,"on paper, print",,Screenprint on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,Drawer 170,,,,,,,,,image: 387 x 356 mm,2001-02-08 13:25:32,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55736,Number 10 in an edition of 30,1976      ,Screenprint on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8815,1512,P07178,Main Collection,TMS,Screenprint - White on White,SCREENPRINT-WHITEONWHITE,,,,Screenprint - White on White,1968,1968.0,1968.0,1968.0,date inscribed,"on paper, print",,Screenprint on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 170,,,,,,,,,image: 391 x 356 mm,2001-02-08 13:25:32,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55737,Number 10 in an edition of 30,1976      ,Screenprint on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8816,1512,P07179,Main Collection,TMS,Green Etching,GREENETCHING,,,,Green Etching,1969,1969.0,1969.0,1969.0,date inscribed,"on paper, print",,Etching on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 166,,,,,,,,,image: 460 x 454 mm,2001-02-08 13:25:33,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55744,Number 5 in an edition of 20,1976      ,Etching on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8817,1512,P07180,Main Collection,TMS,Small Etching,SMALLETCHING,,,,Small Etching,1969,1969.0,1969.0,1969.0,date inscribed,"on paper, print",,Etching on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,box L001,,,,,,,,,image: 86 x 102 mm,2001-02-08 13:25:34,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55745,Number 7 in an edition of 10,1976      ,Etching on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8818,1512,P07181,Main Collection,TMS,Blue Disc,BLUEDISC,,,,Blue Disc,1970,1970.0,1970.0,1970.0,date inscribed,"on paper, print",,Intaglio print on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,,,,,,,,,,image: 178 x 178 mm,2001-02-08 13:25:35,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55746,,1976      ,Intaglio print on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8819,1512,P07182,Main Collection,TMS,Ring,RING,,,,Ring,1970,1970.0,1970.0,1970.0,,"on paper, print",,Intaglio print on paper,,Purchased 1976,purchased,1976.0,,accessioned work,drawer 170,,,,,,,,,image: 225 x 241 mm,2001-02-08 13:25:36,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55747,Number 16 in an edition of 20,1976      ,Intaglio print on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8820,1512,P07183,Main Collection,TMS,Silver Engraving,SILVERENGRAVING,,,,Silver Engraving,1970,1970.0,1970.0,1970.0,date inscribed,"on paper, print",,Intaglio print on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 170,,,,,,,,,image: 114 x 114 mm,2001-02-08 13:25:37,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55748,Number 10 in an edition of 10,1976      ,Intaglio print on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8821,1512,P07184,Main Collection,TMS,Untitled,THREESMALLETCHINGSUNTITLED,,,,"<i>from</i> Three Small Etchings, Untitled",1971,1971.0,1971.0,1971.0,date inscribed,"on paper, print",,Etching on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,box L001,,,,,,,,,image: 640 x 640 mm,2001-02-08 13:25:38,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55750,Number 2 in an edition of 20,1976      ,Etching on paper,Purchased 1976,,Three Small Etchings,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8822,1512,P07185,Main Collection,TMS,Untitled,THREESMALLETCHINGSUNTITLED,,,,"<i>from</i> Three Small Etchings, Untitled",1971,1971.0,1971.0,1971.0,date inscribed,"on paper, print",,Etching on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,box L001,,,,,,,,,image: 640 x 640 mm,2001-02-08 13:25:38,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55751,Number 2 in an edition of 20,1976      ,Etching on paper,Purchased 1976,,Three Small Etchings,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8823,1512,P07186,Main Collection,TMS,Untitled,THREESMALLETCHINGSUNTITLED,,,,"<i>from</i> Three Small Etchings, Untitled",1971,1971.0,1971.0,1971.0,date inscribed,"on paper, print",,Etching on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,box L001,,,,,,,,,image: 63 x 63 mm,2001-02-08 13:25:40,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55752,Number 2 in an edition of 20,1976      ,Etching on paper,Purchased 1976,,Three Small Etchings,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8824,1512,P07187,Main Collection,TMS,Brown Aquatint,BROWNAQUATINT,,,,Brown Aquatint,1972,1972.0,1972.0,1972.0,date inscribed,"on paper, print",,Aquatint on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 168,,,,,,,,,image: 445 x 438 mm,2001-02-08 13:25:42,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55757,Number 2 in an edition of 30,1976      ,Aquatint on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
True,8825,1512,P07188,Main Collection,TMS,[no title],INTERVALSERIESNOTITLE,,,,"<i>from</i> Interval Series, [no title]",1972,1972.0,1972.0,1972.0,date inscribed,"on paper, print",,Screenprint on acetate,signed,Purchased 1976,purchased,1976.0,,accessioned work,,,,,,,,,,support: 445 × 452 mm,2001-02-08 13:25:43,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55758,Number 13 in an edition of 15,1976      ,Screenprint on acetate,Purchased 1976,Yellow print,Interval Series,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,,,Singapore,Singapore,,
