COLLECTION_ID,ARTIST_ID,ACNO,WORK_TYPE,SOURCE,TITLE,SEARCH_NAME,FOREIGN_TITLE,FOREIGN_SEARCH_NAME,TITLE_PRE1997,LIST_TITLE,DATE_RANGE_TEXT,CREATE_YEAR_EARLY,CREATE_YEAR_SEQ,CREATE_YEAR_LATE,INSCRIPTION,OBJECT_TYPE,PARTS_COUNT,MEDIUM_LONG,SIGNED,ACQ_TEXT,ACQ_METHOD,ACQ_YEAR,BOARD_MONTH_YEAR,TG_STATUS,USUAL_LOC,FINBERG_NUMBER,FINBERG_ORDER,BOX_NUMBER,BOOK_NUMBER,PAGE_NUMBER,MOUNT,BLANK,ACQ_DATE,DIMENSIONS,DATE_CREATED,CREATED_BY,DISPLAY_STATUS,RAWLINSON_NUMBER,BY_APPOINTMENT,WILTON_NUMBER,BUTLINJOLL_NUMBER,COLLABORATION_COUNT,RELATED_COUNT,LOCATION_HISTORY,DISPLAY_ORDER,EDITION,ACCESSION_ISO_DATE,EXTENDED_MEDIUM,EXTENDED_CREDIT_LINE,DESCRIPTION,GROUP_TITLE,ARTIST_ID_1,ARTIST_MDA,ARTIST_FC,TITLE_1,FIRSTNAME,SURNAME,POST_SURNAME,SEARCH_NAME_1,START_LETTER,DATE_TEXT,YEAR_BIRTH_EARLY,YEAR_BIRTH_SEQ,YEAR_BIRTH_LATE,YEAR_DEATH_EARLY,YEAR_DEATH_SEQ,YEAR_DEATH_LATE,BRIT_FOR,CHAPTER,TG,ARCHIVE_AMOUNT,DATE_CREATED_1,CREATED_BY_1,ALPHASORT,GENDER,BIRTH_PLACE_ID,DEATH_PLACE_ID,SUBJECT_ID,Resource_ID,INFO_TYPE_ID,INFO_TYPE,STATUS,DATE_CREATED_2,PUBLICATION_DATE,TEXT_DATA,DATA_TYPE_ID,REF_TABLE_ID
233517,853,P82146,Main Collection,TMS,Channel #9,CHANNEL#9,,,,Channel #9,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, gelatin silver print on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 ï¿½ 316 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33382,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, gelatin silver print on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1198232,2.0,Display caption,C,20-APR-21,2021-04-20,"
These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.
",1.0,1.0
233515,853,P82145,Main Collection,TMS,Channel #8,CHANNEL#8,,,,Channel #8,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, gelatin silver print on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 326 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33381,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, gelatin silver print on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1198231,2.0,Display caption,C,20-APR-21,2021-04-20,"
These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.
",1.0,1.0
233514,853,P82144,Main Collection,TMS,Channel #7,CHANNEL#7,,,,Channel #7,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, gelatin silver print on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 326 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33380,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, gelatin silver print on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1198230,2.0,Display caption,C,20-APR-21,2021-04-20,"
These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.
",1.0,1.0
233513,853,P82143,Main Collection,TMS,Channel #6,CHANNEL#6,,,,Channel #6,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, gelatin silver print on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 326 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33379,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, gelatin silver print on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1198229,2.0,Display caption,C,20-APR-21,2021-04-20,"
These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.
",1.0,1.0
233511,853,P82142,Main Collection,TMS,Channel #5,CHANNEL#5,,,,Channel #5,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, gelatin silver print on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 326 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33378,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, gelatin silver print on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1198228,2.0,Display caption,C,20-APR-21,2021-04-20,"
These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.
",1.0,1.0
233509,853,P82141,Main Collection,TMS,Channel #4,CHANNEL#4,,,,Channel #4,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, gelatin silver print on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 326 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33377,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, gelatin silver print on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1198227,2.0,Display caption,C,20-APR-21,2021-04-20,"
These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.
",1.0,1.0
233508,853,P82140,Main Collection,TMS,Channel #3,CHANNEL#3,,,,Channel #3,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, gelatin silver print on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 326 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33376,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, gelatin silver print on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1198226,2.0,Display caption,C,20-APR-21,2021-04-20,"
These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.
",1.0,1.0
233507,853,P82139,Main Collection,TMS,Channel #2,CHANNEL#2,,,,Channel #2,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, gelatin silver print on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 326 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33375,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, gelatin silver print on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1198225,2.0,Display caption,C,20-APR-21,2021-04-20,"
These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.
",1.0,1.0
233489,853,P82138,Main Collection,TMS,Channel #1,CHANNEL#1,,,,Channel #1,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, gelatin silver print on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 326 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33374,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, gelatin silver print on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1198224,2.0,Display caption,C,20-APR-21,2021-04-20,"
These photographs show evidence of sea pollution in a small mangrove forest in Port Dickson, Malaysia, Gill’s hometown. Colourful plastic bags and other rubbish have washed up with the tides, getting stuck in branches and roots. In the black and white photographs, it can be hard to distinguish the waste among the plants. The first photo shows large cargo ships in the distance. This suggests the activities of Port Dickson’s commercial harbour are the source of the detritus. More widely, the series raises questions about the consequences of globalisation on the environment.
",1.0,1.0
233545,853,P82166,Main Collection,TMS,Channel #29,CHANNEL#29,,,,Channel #29,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, dye destruction on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 316 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33402,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, dye destruction on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1189432,10.0,Summary,C,05-JUL-18,2018-07-05,"

Channel 2014 is a series of twenty-nine near-square format photographs taken in a small mangrove forest on the coast of Port Dickson, Simryn Gill’s hometown in Malaysia. Nine of the photographs are black and white gelatin silver prints and twenty are colour Ilfochrome prints. They can be shown as a full set, in smaller groups or as individual works; there is no specified order in which the pictures are to be hung. The series exists in an edition of two, of which this is the second, plus one artist’s proof. The photographs show the coastal environment of Port Dickson, framed and criss-crossed by mangrove trees. Entangled in the branches and projecting roots are colourful plastic bags and other items of domestic detritus that have been washed up by the rise and fall of the daily tides. Hanging almost like clothes on a washing line, these plastic and fabric remnants have been integrated into Gill’s compositions like an integral part of the landscape. One photograph in the series does not show any litter on the shore, but rather an expanse of sea with a large ship approaching the port.

Channel is one of a number of series in which Gill has been concerned with Port Dickson. She has been recording the industrial port town since 1993, using a range of different media from installations of cubes made from termite soil from the area, to photographic series such as Channel. An earlier series of forty photographs, A Small Town at the Turn of the Century 1999–2000 (Tate P13507), includes images shot at the same beach where Channel was made (prints #1, #4 and #16 of A Small Town at the Turn of the Century). 

Channel is representative of Gill’s practice, in which the use of natural materials and ideas of modification are important concepts. Curator Jessica Morgan has written: ‘Not only do people become fruit, but also books become vegetation, discarded or crushed objects develop mobility, photographs become sculpture, people become books, and books become beads.’ (Jessica Morgan, ‘No Place like Home’, in Storer, Morgan and Taussig 2008, p.60.) Transformation is thus an element of the work on a number of levels, including artistic genres and media as well as the objects photographed. Gill routinely collects shells, driftwood, plastic bottles and shards on the beach, classifying these found objects according to form, colour and material. By choosing to photograph items entangled in the trees, she has added another layer to this practice. The fact that Channel comprises both black and white and colour photographs suggests that the artist was looking at each individual object and scene in detail, for its compositional effect, and exploiting the qualities of the different photographic prints and processes. The gelatin silver prints focus on the dynamic forms of the trees, tangled pieces of litter and the water; the ilfochrome prints accentuate the colours of the found objects and the surrounding environment. 
Focusing on normally overlooked litter, shaped and expelled by the sea, Channel draws attention to the shipping of products to and from Port Dickson and, more widely, raises questions about migration and globalisation. The contamination of the mangrove forest by plastic waste invokes the complex and difficult relationship between humankind and the environment. In using her last remaining stocks of Ilfochrome paper – which is no longer manufactured – to print the twenty colour photographs of the Channel series, Gill highlights the transien",1.0,1.0
233543,853,P82165,Main Collection,TMS,Channel #28,CHANNEL#28,,,,Channel #28,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, dye destruction on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 ï¿½ 316 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33401,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, dye destruction on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1189431,10.0,Summary,C,05-JUL-18,2018-07-05,"

Channel 2014 is a series of twenty-nine near-square format photographs taken in a small mangrove forest on the coast of Port Dickson, Simryn Gill’s hometown in Malaysia. Nine of the photographs are black and white gelatin silver prints and twenty are colour Ilfochrome prints. They can be shown as a full set, in smaller groups or as individual works; there is no specified order in which the pictures are to be hung. The series exists in an edition of two, of which this is the second, plus one artist’s proof. The photographs show the coastal environment of Port Dickson, framed and criss-crossed by mangrove trees. Entangled in the branches and projecting roots are colourful plastic bags and other items of domestic detritus that have been washed up by the rise and fall of the daily tides. Hanging almost like clothes on a washing line, these plastic and fabric remnants have been integrated into Gill’s compositions like an integral part of the landscape. One photograph in the series does not show any litter on the shore, but rather an expanse of sea with a large ship approaching the port.

Channel is one of a number of series in which Gill has been concerned with Port Dickson. She has been recording the industrial port town since 1993, using a range of different media from installations of cubes made from termite soil from the area, to photographic series such as Channel. An earlier series of forty photographs, A Small Town at the Turn of the Century 1999–2000 (Tate P13507), includes images shot at the same beach where Channel was made (prints #1, #4 and #16 of A Small Town at the Turn of the Century). 

Channel is representative of Gill’s practice, in which the use of natural materials and ideas of modification are important concepts. Curator Jessica Morgan has written: ‘Not only do people become fruit, but also books become vegetation, discarded or crushed objects develop mobility, photographs become sculpture, people become books, and books become beads.’ (Jessica Morgan, ‘No Place like Home’, in Storer, Morgan and Taussig 2008, p.60.) Transformation is thus an element of the work on a number of levels, including artistic genres and media as well as the objects photographed. Gill routinely collects shells, driftwood, plastic bottles and shards on the beach, classifying these found objects according to form, colour and material. By choosing to photograph items entangled in the trees, she has added another layer to this practice. The fact that Channel comprises both black and white and colour photographs suggests that the artist was looking at each individual object and scene in detail, for its compositional effect, and exploiting the qualities of the different photographic prints and processes. The gelatin silver prints focus on the dynamic forms of the trees, tangled pieces of litter and the water; the ilfochrome prints accentuate the colours of the found objects and the surrounding environment. 
Focusing on normally overlooked litter, shaped and expelled by the sea, Channel draws attention to the shipping of products to and from Port Dickson and, more widely, raises questions about migration and globalisation. The contamination of the mangrove forest by plastic waste invokes the complex and difficult relationship between humankind and the environment. In using her last remaining stocks of Ilfochrome paper – which is no longer manufactured – to print the twenty colour photographs of the Channel series, Gill highlights the transien",1.0,1.0
233542,853,P82164,Main Collection,TMS,Channel #27,CHANNEL#27,,,,Channel #27,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, dye destruction on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 x 316 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33400,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, dye destruction on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1189430,10.0,Summary,C,05-JUL-18,2018-07-05,"

Channel 2014 is a series of twenty-nine near-square format photographs taken in a small mangrove forest on the coast of Port Dickson, Simryn Gill’s hometown in Malaysia. Nine of the photographs are black and white gelatin silver prints and twenty are colour Ilfochrome prints. They can be shown as a full set, in smaller groups or as individual works; there is no specified order in which the pictures are to be hung. The series exists in an edition of two, of which this is the second, plus one artist’s proof. The photographs show the coastal environment of Port Dickson, framed and criss-crossed by mangrove trees. Entangled in the branches and projecting roots are colourful plastic bags and other items of domestic detritus that have been washed up by the rise and fall of the daily tides. Hanging almost like clothes on a washing line, these plastic and fabric remnants have been integrated into Gill’s compositions like an integral part of the landscape. One photograph in the series does not show any litter on the shore, but rather an expanse of sea with a large ship approaching the port.

Channel is one of a number of series in which Gill has been concerned with Port Dickson. She has been recording the industrial port town since 1993, using a range of different media from installations of cubes made from termite soil from the area, to photographic series such as Channel. An earlier series of forty photographs, A Small Town at the Turn of the Century 1999–2000 (Tate P13507), includes images shot at the same beach where Channel was made (prints #1, #4 and #16 of A Small Town at the Turn of the Century). 

Channel is representative of Gill’s practice, in which the use of natural materials and ideas of modification are important concepts. Curator Jessica Morgan has written: ‘Not only do people become fruit, but also books become vegetation, discarded or crushed objects develop mobility, photographs become sculpture, people become books, and books become beads.’ (Jessica Morgan, ‘No Place like Home’, in Storer, Morgan and Taussig 2008, p.60.) Transformation is thus an element of the work on a number of levels, including artistic genres and media as well as the objects photographed. Gill routinely collects shells, driftwood, plastic bottles and shards on the beach, classifying these found objects according to form, colour and material. By choosing to photograph items entangled in the trees, she has added another layer to this practice. The fact that Channel comprises both black and white and colour photographs suggests that the artist was looking at each individual object and scene in detail, for its compositional effect, and exploiting the qualities of the different photographic prints and processes. The gelatin silver prints focus on the dynamic forms of the trees, tangled pieces of litter and the water; the ilfochrome prints accentuate the colours of the found objects and the surrounding environment. 
Focusing on normally overlooked litter, shaped and expelled by the sea, Channel draws attention to the shipping of products to and from Port Dickson and, more widely, raises questions about migration and globalisation. The contamination of the mangrove forest by plastic waste invokes the complex and difficult relationship between humankind and the environment. In using her last remaining stocks of Ilfochrome paper – which is no longer manufactured – to print the twenty colour photographs of the Channel series, Gill highlights the transien",1.0,1.0
233541,853,P82163,Main Collection,TMS,Channel #26,CHANNEL#26,,,,Channel #26,2014,2014.0,2014.0,2014.0,,"on paper, print",,"Photograph, dye destruction on paper",,"Purchased with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",purchased,2018.0,11-2016,accessioned work,,,,,,,,,,image: 319 ï¿½ 316 mm,17-MAY-16,lf-24,Not on display,,N,,,1,0,Y,33399,Number 2 in an edition of 2 plus 1 artist's proof,2018-03-26,"Photograph, dye destruction on paper","Purchased from Utopia Art, Sydney with funds provided by Tate Members, Tate Patrons and Tate International Council 2018",,,853,"Camp, Jeffery",Jeffery Camp,,Jeffery,Camp,,CAMPJEFFERY,C,1923 - 2020,1923.0,1923.0,1923.0,2020.0,2020.0,2020.0,British,CAMPJ,Y,some,08-FEB-01,Conversion,CAMP JEFFERY 1923 20010208,Male,1030258.0,,2227.0,1189429,10.0,Summary,C,05-JUL-18,2018-07-05,"

Channel 2014 is a series of twenty-nine near-square format photographs taken in a small mangrove forest on the coast of Port Dickson, Simryn Gill’s hometown in Malaysia. Nine of the photographs are black and white gelatin silver prints and twenty are colour Ilfochrome prints. They can be shown as a full set, in smaller groups or as individual works; there is no specified order in which the pictures are to be hung. The series exists in an edition of two, of which this is the second, plus one artist’s proof. The photographs show the coastal environment of Port Dickson, framed and criss-crossed by mangrove trees. Entangled in the branches and projecting roots are colourful plastic bags and other items of domestic detritus that have been washed up by the rise and fall of the daily tides. Hanging almost like clothes on a washing line, these plastic and fabric remnants have been integrated into Gill’s compositions like an integral part of the landscape. One photograph in the series does not show any litter on the shore, but rather an expanse of sea with a large ship approaching the port.

Channel is one of a number of series in which Gill has been concerned with Port Dickson. She has been recording the industrial port town since 1993, using a range of different media from installations of cubes made from termite soil from the area, to photographic series such as Channel. An earlier series of forty photographs, A Small Town at the Turn of the Century 1999–2000 (Tate P13507), includes images shot at the same beach where Channel was made (prints #1, #4 and #16 of A Small Town at the Turn of the Century). 

Channel is representative of Gill’s practice, in which the use of natural materials and ideas of modification are important concepts. Curator Jessica Morgan has written: ‘Not only do people become fruit, but also books become vegetation, discarded or crushed objects develop mobility, photographs become sculpture, people become books, and books become beads.’ (Jessica Morgan, ‘No Place like Home’, in Storer, Morgan and Taussig 2008, p.60.) Transformation is thus an element of the work on a number of levels, including artistic genres and media as well as the objects photographed. Gill routinely collects shells, driftwood, plastic bottles and shards on the beach, classifying these found objects according to form, colour and material. By choosing to photograph items entangled in the trees, she has added another layer to this practice. The fact that Channel comprises both black and white and colour photographs suggests that the artist was looking at each individual object and scene in detail, for its compositional effect, and exploiting the qualities of the different photographic prints and processes. The gelatin silver prints focus on the dynamic forms of the trees, tangled pieces of litter and the water; the ilfochrome prints accentuate the colours of the found objects and the surrounding environment. 
Focusing on normally overlooked litter, shaped and expelled by the sea, Channel draws attention to the shipping of products to and from Port Dickson and, more widely, raises questions about migration and globalisation. The contamination of the mangrove forest by plastic waste invokes the complex and difficult relationship between humankind and the environment. In using her last remaining stocks of Ilfochrome paper – which is no longer manufactured – to print the twenty colour photographs of the Channel series, Gill highlights the transien",1.0,1.0
