SEA,COLLECTION_ID,ARTIST_ID,ACNO,WORK_TYPE,SOURCE,TITLE,SEARCH_NAME,FOREIGN_TITLE,FOREIGN_SEARCH_NAME,TITLE_PRE1997,LIST_TITLE,DATE_RANGE_TEXT,CREATE_YEAR_EARLY,CREATE_YEAR_SEQ,CREATE_YEAR_LATE,INSCRIPTION,OBJECT_TYPE,PARTS_COUNT,MEDIUM_LONG,SIGNED,ACQ_TEXT,ACQ_METHOD,ACQ_YEAR,BOARD_MONTH_YEAR,TG_STATUS,USUAL_LOC,FINBERG_NUMBER,FINBERG_ORDER,BOX_NUMBER,BOOK_NUMBER,PAGE_NUMBER,MOUNT,BLANK,ACQ_DATE,DIMENSIONS,DATE_CREATED,CREATED_BY,DISPLAY_STATUS,RAWLINSON_NUMBER,BY_APPOINTMENT,WILTON_NUMBER,BUTLINJOLL_NUMBER,COLLABORATION_COUNT,RELATED_COUNT,LOCATION_HISTORY,DISPLAY_ORDER,EDITION,ACCESSION_ISO_DATE,EXTENDED_MEDIUM,EXTENDED_CREDIT_LINE,DESCRIPTION,GROUP_TITLE,ARTIST_ID_1,ARTIST_MDA,ARTIST_FC,TITLE_1,FIRSTNAME,SURNAME,POST_SURNAME,SEARCH_NAME_1,START_LETTER,DATE_TEXT,YEAR_BIRTH_EARLY,YEAR_BIRTH_SEQ,YEAR_BIRTH_LATE,YEAR_DEATH_EARLY,YEAR_DEATH_SEQ,YEAR_DEATH_LATE,BRIT_FOR,CHAPTER,TG,ARCHIVE_AMOUNT,DATE_CREATED_1,CREATED_BY_1,ALPHASORT,GENDER,BIRTH_PLACE_ID,DEATH_PLACE_ID,SUBJECT_ID,DATA_RESOURCE_ID,INFO_TYPE_ID,INFO_TYPE,STATUS,DATE_CREATED_2,PUBLICATION_DATE,TEXT_DATA,DATA_TYPE_ID,REF_TABLE_ID
True,8807,1512,P02440,Main Collection,TMS,Woodcut Blue,WOODCUTBLUE,,,,Woodcut Blue,1974,1974.0,1974.0,1974.0,date inscribed,"on paper, print",,Woodcut on paper,signed,Presented by the artist 1977,presented,1977.0,,accessioned work,L004,,,,,,,,,image: 254 x 511 mm,2001-02-08 13:25:24,Conversion                                                                                                                      ,Not on display,,N,,,1,0,Y,55774,Number 10 in an edition of 12,1977      ,Woodcut on paper,Presented by the artist 1977,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8808,1512,P02441,Main Collection,TMS,BX I,BXI,,,,BX I,1975,1975.0,1975.0,1975.0,date inscribed,"on paper, print",,Relief print on paper,signed,Presented by the artist 1977,presented,1977.0,,accessioned work,,,,,,,,,,image: 198 x 232 mm,2001-02-08 13:25:25,Conversion                                                                                                                      ,Not on display,,N,,,1,0,Y,55777,Number 9 in an edition of 10,1977      ,Relief print on paper,Presented by the artist 1977,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8809,1512,P02442,Main Collection,TMS,BX II,BXII,,,,BX II,1975,1975.0,1975.0,1975.0,date inscribed,"on paper, print",,Relief print on paper,signed,Presented by the artist 1977,presented,1977.0,,accessioned work,,,,,,,,,,image: 197 x 232 mm,2001-02-08 13:25:26,Conversion                                                                                                                      ,Not on display,,N,,,1,0,Y,55778,Number 9 in an edition of 10,1977      ,Relief print on paper,Presented by the artist 1977,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8810,1512,P02443,Main Collection,TMS,Woodcut,WOODCUT,,,,Woodcut,1975,1975.0,1975.0,1975.0,date inscribed,"on paper, print",,Woodcut on paper,signed,Presented by the artist 1977,presented,1977.0,,accessioned work,,,,,,,,,,image: 240 x 275 mm,2001-02-08 13:25:28,Conversion                                                                                                                      ,Not on display,,N,,,1,0,Y,55779,Number 9 in an edition of 10,1977      ,Woodcut on paper,Presented by the artist 1977,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8811,1512,P07174,Main Collection,TMS,Bridge I,BRIDGEI,,,,Bridge I,1960,1960.0,1960.0,1960.0,date inscribed,"on paper, print",,Lithograph on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 170,,,,,,,,,support: 512 × 762 mm,2001-02-08 13:25:29,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55724,Number 1 in an edition of 1,1976      ,Lithograph on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8812,1512,P07175,Main Collection,TMS,Bridge II,BRIDGEII,,,,Bridge II,1960,1960.0,1960.0,1960.0,date inscribed,"on paper, print",,Lithograph on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 170,,,,,,,,,support: 483 × 740 mm,2001-02-08 13:25:30,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55725,Number 1 in an edition of 1,1976      ,Lithograph on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8813,1512,P07176,Main Collection,TMS,Shogun,SHOGUN,,,,Shogun,1960,1960.0,1960.0,1960.0,date inscribed,"on paper, print",,Lithograph on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 170,,,,,,,,,image: 454 x 356 mm,2001-02-08 13:25:31,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55726,Number 1 in an edition of 2,1976      ,Lithograph on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8814,1512,P07177,Main Collection,TMS,Screenprint - Blue on Blue,SCREENPRINT-BLUEONBLUE,,,,Screenprint - Blue on Blue,1968,1968.0,1968.0,1968.0,date inscribed,"on paper, print",,Screenprint on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,Drawer 170,,,,,,,,,image: 387 x 356 mm,2001-02-08 13:25:32,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55736,Number 10 in an edition of 30,1976      ,Screenprint on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8815,1512,P07178,Main Collection,TMS,Screenprint - White on White,SCREENPRINT-WHITEONWHITE,,,,Screenprint - White on White,1968,1968.0,1968.0,1968.0,date inscribed,"on paper, print",,Screenprint on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 170,,,,,,,,,image: 391 x 356 mm,2001-02-08 13:25:32,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55737,Number 10 in an edition of 30,1976      ,Screenprint on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8816,1512,P07179,Main Collection,TMS,Green Etching,GREENETCHING,,,,Green Etching,1969,1969.0,1969.0,1969.0,date inscribed,"on paper, print",,Etching on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,drawer 166,,,,,,,,,image: 460 x 454 mm,2001-02-08 13:25:33,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55744,Number 5 in an edition of 20,1976      ,Etching on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8817,1512,P07180,Main Collection,TMS,Small Etching,SMALLETCHING,,,,Small Etching,1969,1969.0,1969.0,1969.0,date inscribed,"on paper, print",,Etching on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,box L001,,,,,,,,,image: 86 x 102 mm,2001-02-08 13:25:34,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55745,Number 7 in an edition of 10,1976      ,Etching on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8818,1512,P07181,Main Collection,TMS,Blue Disc,BLUEDISC,,,,Blue Disc,1970,1970.0,1970.0,1970.0,date inscribed,"on paper, print",,Intaglio print on paper,signed,Purchased 1976,purchased,1976.0,,accessioned work,,,,,,,,,,image: 178 x 178 mm,2001-02-08 13:25:35,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55746,,1976      ,Intaglio print on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
True,8819,1512,P07182,Main Collection,TMS,Ring,RING,,,,Ring,1970,1970.0,1970.0,1970.0,,"on paper, print",,Intaglio print on paper,,Purchased 1976,purchased,1976.0,,accessioned work,drawer 170,,,,,,,,,image: 225 x 241 mm,2001-02-08 13:25:36,Conversion                                                                                                                      ,Not on display,,Y,,,1,0,Y,55747,Number 16 in an edition of 20,1976      ,Intaglio print on paper,Purchased 1976,,,1512,"Lim, Kim",Kim Lim,,Kim,Lim,,LIMKIM,L,1936-1997,1936.0,1936.0,1936.0,1997.0,1997.0,1997.0,British,LIMK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Y,some                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,2001-02-08 11:19:49,Conversion                                                                                                                      ,LIM KIM 1936 20010208,Female,7000381.0,7011781.0,,,,,,,,,,
